Date,Author Name,Vertical,Headline,Description
"  Nov 21, 2020, 00:00 IST",,Entertainment,"With cinema halls open, Bengalureans make the most of their movie outings","Movie premieres used to be a big thing in Bengaluru’s social circuit, until, of course, the pandemic changed life as we knew it. After months of no operations, cinema halls in the city opened doors amid strict safety protocols in October and only 50 per cent capacity, and playing films that already had theatrical runs. This week, though, that changed, with several new releases across languages hitting theatres, one of which revived the premiere night concept on Thursday. Sixty lucky movie buffs got to catch the first show of a new film in town at a city multiplex. Organised by Rubin Raj, the event was conducted in keeping with safety measures. “Although the hall has a seating capacity of 157, we invited only 60 to be a part of this show. At the entrance, the name of each guest was noted down, along with the temperature check reading. They would then be asked to sanitise their hands before heading to the screening hall,” said Rubin.

We spotted several families on this outing, most of who professed to have not only missed the experience of watching a film on the big screen, but also the treats from the food counters."
"  Nov 21, 2020, 00:00 IST",,,-,
"  Nov 21, 2020, 00:00 IST",Sharanya CR,Entertainment,I am addicted to so many of Anirudh’s songs: Ramya Raj,"After releasing singles like Nothin’ Matters, Seruvoma and Mango Lassi, US-based independent artiste Ramya Raj is out with her new single, Bodhai Neeye. An intense love song with a dash of rap, the young musician talks about how the song happened, her music journey and why she wants to sing for Anirudh. Excerpts:

Tell us about your single, Bodhai Neeye...
Bodhai Neeye is the craziest passion project I’ve ever done because it literally changed my life in more ways than one. I wrote the song in February 2019 and the track just came together quite seamlessly. It’s funny how this is a pretty ‘intense’ love song, but I am very much single (smiles). But jokes apart, I knew I wanted the track to be a fun number with a dancehall vibe to get people jamming, since my previous track Seruvoma was a breakup rap song, with a sombre vibe. Soon, I laid down the tune and worked with a sound engineer to get the beat made, recorded the vocals, and bam the track was done. After the song was born, I knew I had to get a music video made, because obviously it helps people engage and I personally love storytelling and acting. So, I shot a little video with a couple of my friends. But the music label I’d contacted wanted me to fly down to Chennai to shoot a music video for the song as they wanted to take a different stab at it visually. Since I’m from the US and had a job, and was going to start my MBA, I had think about it. But I convinced my parents about making a quick trip to Chennai, bought the tickets and had the opportunity to shoot a music video here, in August 2019. The video was shot and edited, but the team and I felt that though the visuals were stunning it really had no connection to the lyrics and the vibe of the song. So, we were in discussion on how to go about releasing the song and decided that re-shooting would be the only option. Finally, in June 2020 we came to the agreement that I could just reshoot the video here in the US. I am so glad to have got my co-star Erik for the song as well.


When did you begin your musical journey?
Ever since I was little, I’ve been singing and writing songs. I used to bag the solos in school musicals and sang in a couple of bands in the summer when I was in high school. I also took piano lessons and teaching myself the Uke. But I think I was eight years old when I found myself being intrigued to write and share my songs rather than singing what already existed, whether that was in Tamil or in English. As a little kid, I thought it was strange that music in India was all connected to the film industry and music didn’t stand alone. It was my goal for a while to introduce the idea of being an independent artiste, but then Hiphop Tamizha beat me to it. I was only like 14 and was obviously in the US so I couldn’t compete with him on that one (laughs). But I started to get into rap more seriously like six years ago and had my first Tamil rap single come out, last January. My goal is to make more English tracks, and to connect with more people without a language barrier. I’m literally just starting to share my music with the world and once I can gain the support of an army, that’s when I’ll know I’ve made it. But I am grateful for the little wins of having people message me talking about how much they enjoy my songs.

So, do you listen to Tamil music?
I have grown up listening to Tamil music, with my parents playing Ilaiyaraaja classics to Tamil gospel hits at home and in the car. Tamil music is definitely a safe place and hits differently. I have a very choosy ear, though, so the stuff I end up loving stays with me for life. I would love to compose for a Tamil film someday and either sing or rap for Anirudh. I am addicted to so many of his songs, so who knows maybe he’ll see this (laughs).


What are your upcoming projects?
I have quite a few English tracks that I’ll be dropping in 2021. The next Tamil song is drastically different from Bodhai Neeye. So, I am anxious to see how the response will be. I hope everyone will continue to support my endeavours and follow me along on my journey through social media."
"  Nov 21, 2020, 00:00 IST",,TV,Bigg Boss 14: Nikki Tamboli calls Rubina Dilaik a dominating wife in talks with Rahul Vaidya; says she insults Abhinav Shukla,"In the latest episode of Bigg Boss 14, Nikki Tamboli started a discussion about Rubina Dilaik and her relationship with her husband Abhinav Shukla with Rahul Vaidya.
Nikki and Rahul were discussing the captaincy task when they thought of a hypothetical situation, and Nikki said if Rubina would have been a part of this task, she would have been her preference. According to her, Rubina’s captaincy would turn out to be interesting because nobody would listen to her, and she would stick to the rules and want the same from all the housemates too.

This discussion between them followed with how Rubina keeps dominating hubby Abhinav and does not let him make his own decisions. She said, “Tujhe pata hai kitna dominate karti hai uske pati ko, aaj uspe chilla rahi thi (She dominates her husband a lot and was even shouting at him today.)”
Nikki further talked about how she witnessed Abhinav and Rubina’s argument that day, and she asked Abhinav to stop talking as soon as she entered by saying ‘Silence’. She added, “Bohot leti hai yaar uski, aur wo chup bhi baith jata hai (She always keeps telling him what to do and he even listens to it quietly.)”


Rahul agreed to what she was saying and said, “Usko bolne hi nahi deti hai (She doesn’t let him talk.)” Nikki added to this and said that she sometimes even insults him on his face.


Moreover, it was a day full of disputes between Rubina and Abhinav. Since Rubina wanted to participate in the captaincy task, Abhinav wanted her to keep calm and just watch. This led to some heated discussions between the couple.



Read Also
Bigg Boss 14: Abhinav Shukla tries to stop Rubina Dilaik from participating in the captaincy task; the actress says 'hum kya yahan jee hazuri karne aaye hain?'"
"  Nov 21, 2020, 00:00 IST",,Entertainment,Mandira Bedi finds her 'Phuket' in Mumbai,"After her stunning pictures in Maldives recently, Mandira Bedi was seen at another exotic place with her children in tow - son Vir and adopted daughter Tara. At first, she had her followers a little confused as she mentioned in the post with the pictures of the 'haven' that it was a short drive from home to Phuket, but the location on her Instagram clearly stated 'Juhu'. Turns out that she was on a staycation with her kids and the blue-and-green tropical backdrop was that of a noted seven-star property near Juhu beach. She took numerous pictures of her two-day stay at the beach property with her children. ""A blue and green haven not far from home. It was indeed a short #drivetophuket with the family! #staycation,"" she wrote.

The actress was recently in the news when she and her husband, Rraj Kaushal adopted a girl on the occasion of Dussehra. They named her Tara Bedi Kaushal. The couple had applied for adoption at the CARA (Central Adoption Resource Authority). Mandira is clearly happy to be pampering her brood during the staycation. The trio can be seen having a whale of a time, be it near the beach or while working out or dining. She shared pictures and videos of her time out with her 'tykes' with each picture hashtagged as #meandmine. Towards the end of the two-day staycation near the beach, she shared a picture of their last meal at the place, and wrote: ""I had a last meal full of yummy food and kisses at #Dashanzi. And I have nothing but #gratitude for these 2 days! #shukriya for these special days with my kids on this #drivetophulet #staycation.""


The trend of staycation, which is a vacation within the city, has gone up due to the pandemic, which forced everyone to stay indoors. Take a look at some more pictures and video shot by Mandira during her staycation with her kids..."
"  Nov 21, 2020, 00:05 IST",Rachana Dubey,Entertainment,Abhishek Banerjee: Watching Manoj Bajpai in his detective avatar gave me a lot of confidence to pull off the song,"Casting director Abhishek Banerjee has been steadily increasing the stakes for himself. As an actor, he has been cautious about not repeating himself in his films. For instance, if he plays Ayushmann Khurrana or Rajkummar Rao’s side-kick in a film, he also plays a villain in a film like Ajji. He recently made a cameo appearance in Basanti, a dance number also picturised on Manoj Bajpai and Karishma Tanna in the film, Suraj Pe Mangal Bhari. “Shruti Mahajan, who cast the film, wanted me to play a part but I couldn’t swing in the dates at that time. Then, she called me to be a part of this dance number. It’s a pleasant turn of events that I am eventually in the film, thanks to her, and director Abhishek Sharma who really wanted me to feature in the song. I agreed to do the cameo because I really cherish adding these little nuggets of knowledge and experience to my kitty. I also wondered ki main kya karunga gaane mein, how will I pull it off,” recalls Abhishek, adding, “We shot the song last year, around this time. It took us two days to wrap it up. I know Karishma, she’s a trained dancer. I told her she would have to help me with the moves. I’ve worked with Manoj sir before. But this time, he was unrecognisable on the set. I loved how confident he was in his skin playing the part and doing the moves. Watching Manoj sir in his detective avatar gave me a lot of confidence to pull off the song. Of course, the choreographer and I share an equation which also helped but it was Manoj sir who lit up the atmosphere with his turn.”"
"  Nov 21, 2020, 00:05 IST",,TV,Sara Suroshe learnt to ride a bike in Unlock 1.0,"Actress Sara Suroshe says she feel blessed to learn riding bike during first unlock phase. Sara s a national athlete and fitness model who has won medals in the fitness industry and is also a TV actress. Some of her shows include, 'C.I.D', 'Crime Patrol' and 'Savdhan India'. She says, ""I was always excited about riding bikes. And after watching the bollywood movie 'Dhoom' I made a promise to myself that I would own a bike some day and learn how to drive it. However, back then I was too young. But now, I am living my dream life. So, I learned driving a bike during the first phase of the unlock phase. As I am into fitness and horse riding, bike riding came very easy to me.""

Sara says now she is excited to perform a bike stunt in a show. ""I am happy that learning how to drive a bike has help me get a show. And my role wants me to drive a bike and do stunts. I am super excited about this opportunity now.""

The actress who has done television shows wants to do some action on TV screen as well. She says, ""In TV shows women are usually portrayed powerful but they are projected as soft and vulnerable. But, I believe we girls are powerful too and can do action stunts like the male actors. I too want to do some action on screen some day."""
"  Nov 21, 2020, 00:05 IST",,Entertainment,"Abhishek Bachchan shares a post on father-in-law Krishnaraj Rai's birth anniversary; captions, ""Happy Birthday Dad, Miss you""","Abhishek Bachchan took to Instagram to share a picture of his father-in-law Krishnaraj Rai on his birth anniversary. He captioned the post, ""Happy Birthday Dad. Miss you."" Abhishek's wife and actress, Aishwarya Rai Bachchan's father had passed away in March 2017 due to an illness. Check out the post here:


Meanwhile, recently junior AB had shared a post to wish Aishwarya on her birthday. Sharing an adorable picture with her, he wrote, ""Happy birthday Wifey. Thank you for everything! All that you do for us and mean to us. May you always smile and be happy. We love you eternally.

I love you. ❤️""

Take a look:



On the work front, Abhishek is currently enjoying the release of his film helmed by Anurag Basu. It also stars Rajkummar Rao, Aditya Roy Kapur, Fatima Sana Shaikh and Sanya Malhotra. He will next feature in a film with Ileana D'Cruz."
"  Nov 21, 2020, 01:00 IST",Debarati S Sen,Entertainment,Sonu Nigam: I don't intend to create another Nepo kid in the business purposely,"Sonu Nigam is known to speak his mind and doesn’t mince words when it comes to stating what he feels. Recently, he lashed out against trolls in his video blog on social media. An interview with a website was rehashed by other media and Sonu spoke up when he felt that his lines and sentiment were twisted and used.
Speaking to Bombay Times exclusively, Sonu explained that it was just a simple interview by a journalist that was later twisted. He said, “It was a very warm and positive conversation with the interviewer who very sweetly inquired about whether I am working on creating a singer out of my son. I have a template answer for most but this time I elaborated to her as to why I think I shouldn't force him to be something that I want him to become.”

Talking about his 13-year-old son, Nevaan, Sonu said, “Nevaan is a very wise and positive soul with diverse talents from painting to gaming to music to film directing and editing. He is also more into Western music. I don't intend to create another Nepo kid in the business purposely, unless he himself is engulfed with the desire to pursue music. Not my decision for him. Outside India, he'll be making a fresh start, on his own terms. Currently he's unofficially the number 2 gamer of the game Fortnite in the entire Emirates. I'd rather be a father who's encouraging his child in following his passion than someone austere and imposing my ideas of his future.”
Sonu added, “I wasn't coaxed into music by my parents. I was one of the toppers of my school and active in all other activities. Music, later, became my own choice of career and my parents wholeheartedly supported me to pursue my passion which had by then turned into prayer. And instead of appreciating the modern and sensible parenting approach of today's parents like me, some news articles stooped to a new low by not just actually quoting the lowest of trolls who have neither the standing nor the common sense to reason, but also glamorized them. Thus it was important to expose the miscreants in the garb of news providers.”"
"  Nov 21, 2020, 01:00 IST",Neha Maheshwri,Entertainment,"Rakul Preet Singh revives her dream home project, will add final touches to her Mumbai pad","Actress Rakul Preet Singh had welcomed 2020 with a lot of dreams and plans. To begin with, the actress was excited about doing up the apartment she had bought in Bandra. However, the pandemic struck, and along with the rest of the country, her plans, too, went into lockdown mode. However, now with things gradually getting back to normal, the actress has revived her dream-home project. Rakul says, “My house was almost ready when the lockdown was announced. I worked on the decor during the initial days of the lockdown, but I had ordered a lot of things for the house from across the world, and I had to cancel all those deliveries. Right after the lockdown was lifted, I didn’t get the time needed to give my home the final touches. I require a few days’ break to do that.”

Talking to us earlier, Rakul had shared her reason for buying a house in Mumbai. “When I moved back to this city during the shoot of De De Pyaar De (2019), I wasn’t sure how much time I would be spending here. But, soon, I realised that I would be staying here for long, and wanted a place that I could call ‘home’,” she had said, adding that the pad would reflect her style statement.


“The house has to be roomy with lots of open space. Soft pastel is my go-to colour palette. I want my home to be a calming space that can help me feel relaxed the moment I walk in. Also, I need to maintain a certain fluidity of thought in the décor scheme. Even if it’s a painting, it won’t be something too jarring. Everything has to merge into each other seamlessly. Lots of greenery is another must. The balcony is my favourite corner of the house. I love sitting there and reading, without any disturbance,” she had shared."
"  Nov 21, 2020, 01:00 IST",,Entertainment,Awadhi music sets the stage in Lucknow University,"The Arts Quadrangle at the Lucknow University reverberated with Kajri, Banna, Badhai Mubarakbadi, Nakta, Phaag and other Awadhi folk songs as Padmashri Malini Awasthi lent her voice to them, accompanied by a narration of the history and anecdotes related to the music by renowned writer, author, poet Yatindra Mishra on Thursday evening at the centenary celebrations of the institution.
Dr Rakesh Dwivedi (L) and Dr OP Shukla (BCCL/ Vishnu Jaiswal)
Prof Alok Kumar Rai and Nishi Pandey (BCCL/ Vishnu Jaiswal)
Harshita Saroj (L) and Gauri Todariya (BCCL/ Vishnu Jaiswal)

(L) Neelima Katiyar (R) Rakesh Chandra (BCCL/ Vishnu Jaiswal)

At the event titled Awadh Ki Roshan Chowki, Awasthi enthralled audience with songs like Saiya Mile Ladkiyan Main, Hamari Atariya Pe, Badhaiyan Are Dashrath Ghar Sohar Ho, Siya Ram, Mujhse Naina Mila Ke and more. However, Kesaria Balam in Awadhi style sung by her was the highlight of the evening. Students were seen dancing while faculty members cheered. Politician Neelima Katiyar was the chief guest on the occassion. — Vishnu Jaiswal

Abhishek Mishra (L) and Savrabh Rai (BCCL/ Vishnu Jaiswal)

Ayush Shukla and Yashika Yadav (BCCL/ Vishnu Jaiswal)

Bhawana Rai (L) and Sangeeta Rai (BCCL/ Vishnu Jaiswal)

(L) Dr Archna Singh (R) Dr Keya Pandey (BCCL/ Vishnu Jaiswal)

Dr Durgesh (L) and Dr Puneet Misra (BCCL/ Vishnu Jaiswal)"
"  Nov 21, 2020, 01:00 IST",Anushka.Goel@timesgroup.com,Lifestyle,Kitchen gardening amid the pandemic? Try your hand at growing microgreens,"In the coronavirus-triggered lockdown, as people spent more time at home than ever, many took to gardening. In the months following the lockdown, social media was full of netizens’ successful (and unsuccessful) attempts at growing shimla mirch, mirchi and paalak, while some shared shots of their beautifully trimmed gardens. However, if you’re done growing plants and can’t figure out what to move on to, here’s an option – grow yourself some microgreens.

‘Microgreens are among the easiest to grow’
Quick and easy to grow, they are super nutritious as well. Says Bithika Gupta, an entrepreneur from Vasant Kunj, “Microgreens are among the easiest to grow. Even kids can do it, even those without green fingers can do it. You get the joy of growing plants, and you eat them, too.” You essentially eat an entire plant when consuming microgreens, instead of a part of the plant (like coriander or spinach leaves), which makes them more nutritious than adult plants, say experts.


‘Microgreens can be grown on window sills and dining tables’ Growing microgreens at home is quite easy, say experts and home gardeners. “They can be grown on window sills and dining tables, in old namkeen or food trays,” says Sangeeta Aggarwal, a Rajendra Park resident who conducts workshops on growing microgreens, adding that one should ensure that their seeds or grains that they are cultivating into microgreens are not coated with pesticides. Tanvi Agarwal, co-founder, Bombay Greens, which sells DIY microgreen kits, adds, “Since microgreens require little space to grow, you can densely pack the seeds into your growing medium.”

To grow microgreens, you need a container of some sort, and experts say any food takeaway tray works fine. “I grow my microgreens in a jaali wali basket (the kind vegetable vendors use), and they grow really healthy,” says Sudha Narain, an alternate therapist from Kolkata. She keeps her baskets in a plate full of water. “This method of watering the microgreens, where the water is provided from the bottom as compared to spraying it on the surface of the growing medium or plant, is called the bottom-watering method. It waters the plant evenly and prevents the growth of fungus,” explains Avanee Jain, founder, Upaj, which sells DIY microgreen growing kits. However, you should ensure that your container has drainage holes, says Sangeeta.



‘Ensure that the growing medium is moist’

What the growing medium should be used? Coconut coir, cocopeat, cotton or even wet paper towels work, say experts. “Since the seeds only require water, cocopeat or coconut coir is a good medium to grow microgreens – that is what I use, too,” says Bithika. Tanvi adds, “Coconut coir is the best medium to grow microgreens as it is sterile from any pests or fungi.”

“Once you sprinkle your seeds on the growing medium, keep it in the dark for three-four days, to allow the seeds to germinate,” says Sangeeta. After that, keep them on a window sill, away from direct sunlight. Ensure that the growing medium is moist, and your microgreens should be ready within a week or so. “I alternate between trays, growing one tray in a week so that I have a regular supply of microgreens,” says Bithika, adding, “What you are doing is recycling your takeaway or other containers, which repurposes them. Once your batch of microgreens is used up. you can toss your cocopeat into compost and reuse your container for a fresh batch.” Sudha uses the waste from her microgreens, ie, the roots, etc that haven’t been consumed, to make compost or bio-enzymes. “The bio-enzymes can be used to clean surfaces and clear blocked drains,” she adds.

Once ready (in about a week-15 days), your microgreens can be used in salads, juices, soups, as a garnish in your meals or even on sweet dishes, to add some extra flavour. “You can make out what plant’s microgreen you are eating as the flavour is so intense,” says Sangeeta."
"  Nov 21, 2020, 01:00 IST",,,-,
"  Nov 21, 2020, 01:01 IST",Ruman Ganguly,Entertainment,Devlina and Gourab to tie the knot on December 9,"After being in a relationship for the last two and a half years, one of Tollywood’s hottest couples has finally decided to exchange vows on December 9. Devlina Kumar and Gourab Chatterjee, who had earlier planned to get married on December 25, had to alter their wedding itinerary due to the pandemic and opt for a close-knit family affair instead. Sharing her palpable excitement with us, Devlina said, “Just our relatives and a few close friends would be present at the wedding. The registry is on December 15 and the reception will be hosted in March next year, so that my mashi, who stays in London, can be here with us.”

With the wedding less than a month away, has the bride-to-be decided on what she would be wearing on the big day? “Yes, for the wedding, I’ll wear a red Benarasi that I bought after Diwali. On the day of the registry, I want to go for an Indo-western outfit. Both Gourab and I are quite occupied with work. I am shooting for Arindam Sil’s Tirandhaj Shabar till December 7 and have a shoot lined up even on the day of our registry. So, let’s see how I can manage everything. My hectic schedule is keeping me from immersing myself in the pre-wedding excitement,” said the actress, who is back from Darjeeling where she was shooting for Abaar Kanchenjunga.

After marriage, Devlina will be moving into the Bhawanipore residence where Uttam Kumar, Gourab’s grandfather, used to live once. How does she feel about that? “I’ve been to Gourab’s house several times, so it’s not going to be new for me. However, the fact that I have to start living without my parents after marriage is yet to sink in. But of course, I’m looking forward to this new chapter of my life. Spending a few hours at his place and living there 24x7 are not the same,” she said with a smile.

Talking about how she first met Gourab, Devlina said, “It was through his sister Mou. She was getting married and Gourab was my dance partner at her sangeet. We gradually became friends and then started dating. Our first date was at a mall where we went for Mou’s wedding shopping.”

Speaking about her chemistry with Gourab, Devlina said she is the more romantic one. “Gourab is an introvert and I live in a dream world. I love all the romantic stuff like candlelit dinners and long drives in the rain. I fight with him a lot and then realise it’s me doing all the talking since Gourab is usually very quiet.” Meanwhile, the would-be groom, who is busy shooting for the serial Karunamoyee Rani Rashmoni, is looking forward to the wedding with equal excitement. “I am eagerly waiting for ‘the day’. What else can I say?” Gourab told us with a smile.
Despite their hectic schedules, the couple recently managed to go out and buy wedding rings for each other. They will be flying off to Puri for their honeymoon."
"  Nov 21, 2020, 01:01 IST",,,-,
"  Nov 21, 2020, 01:11 IST",Ruman Ganguly,TV,Neel and Trina ready for a February wedding,"From being classmates to Bengali television’s heart-throbs – Trina Saha and Neel Bhattacharya’s association dates back more than a decade. And now, Gungun of Khorkuto and Nikhil of Krishnakoli are all set to tie the knot on February 4 next year. When asked about the reason behind this sudden decision at such an early stage of their career, the ecstatic lovebirds said in unison, “We can’t live without each other any further. So, we have decided to get married. Work will go on as usual.” In a candid chat with CT, the duo let us in on their relationship – the first meeting, the first date, the first kiss, the first proposal and more. Excerpts:

How did you two meet each other?

Neel: It all started in 2011 when we both decided to take CAT classes for MBA entrance exams. We didn’t know each other when we got enrolled. One day when I was attending a maths class, I suddenly saw a girl entering the class late. That was the first time I saw Trina. I still remember she was wearing a bright yellow dress. As they say, some moments change our lives. I think, for me, that was the moment. Based on that, I named her ‘Bright Sunny Day’ and after 10 years, I still call her by that name (smiles).
Trina: Honestly, I didn’t even notice him on the first day of our class. And when I did, I was not interested in him at all. Then after a few weeks, there was a class when my tuition friends were absent. I was getting highly bored and that’s when I saw Neel’s smiling face. He made a friendly gesture after which I asked him if I could sit beside him and his friends. I think that was the day we started to connect with each other. When was your first date?
Neel: It was on Friendship Day in 2011 at a disco-pub.
Trina: And our first kiss was on that day too! (laughs). Not many know that we have had our relationship in phases. The first phase was from August-October 2011 and then we parted ways. I shifted to Delhi for higher studies and Neel stayed back in Kolkata. For a long period of time, we were out of touch, busy with our individual lives. We reunited in 2015 when I came back from Delhi. Our friendship strengthened after that. Then in 2016, on June 8, which is Neel’s birthday, I realised my feelings for him. I walked straight up to him and said: ‘I love you. Tell me what do you feel about me?’
Did Neel feel the same way about you?
Trina: He was silent. For a few months, we had this unsaid relationship, but our bond started growing stronger. Finally, in 2017, on my birthday (January 21), Neel proposed to me in front of all our close friends and I took less than a second to say yes!
Where was your first trip together?
Neel: In Thailand. I was shooting there and Trina came all alone just to surprise me. It was the best birthday gift I could ever ask for. After the shoot, we stayed back and had a great time.
Do you remember your first fight?
Trina: We keep fighting, so it is impossible to remember that. But it is me who usually says sorry first, as I am short-tempered and fight without any rhyme or reason.
Neel: The longest we haven’t spoken to each other after a fight is 45 days!
What were your parents’ reactions when they came to know about your relationship?
Trina: Neel’s parents were very happy as they knew me for a really long time and both of them are very fond of me.
Neel: Trina’s mom told me, ‘Why did you keep lying to me about your relationship when we repeatedly kept asking you both?’
Who made the marriage proposal?

Trina: During one of our Sunday morning video calls, Neel asked me, ‘Can we get married in February 2021?’ After some discussion between our parents, we zeroed in on February 4, 2021 as our ‘the day’. We are getting married at a city club and the wedding reception is on February 14 in a garden. I am really excited to dress up as a traditional Bengali bou.

Have you two decided on your honeymoon destination yet?
N eel & Trina: Yes, Greece. It is our dream destination.

What do you like about Trina?

Neel: She is the most understanding person I have met till date. With her, I can have endless conversations on any topic under the sun.

What do you like about Neel?

Trina: Neel is the most honest and positive guy I have met till date. He is my support system. And touchwood, there are no insecurities between us as we are best of friends and will always remain so."
"  Nov 22, 2020, 00:00 IST",Sunayana Suresh,Entertainment,"Shruti Haasan looks forward to taking on 2021 with more music, movies and energy","Actress and musician Shruti Haasan has spent almost all of 2020 alone in her Mumbai home. Since unlock began, she released a single, Edge, and has also nosedived into multiple film projects. She gets reflective as she talks about poetry, music, films and says that she would love to sing in Kannada once again. Excerpts...
FACEBOOKTWITTERPINTREST

You've spent a major part of 2020 alone, giving you time to introspect. How are you looking at 2021?
I want to really just look ahead. I have always been kind of a loner. To leave me for these many months in my own mental juices has been amazing. I take this energy of introspection, joy and love for myself into 2021 with more music, movies and energy. It has been a tough time for everybody and I take those lessons forward.

How has 2020 worked out for the poet in you?
I've been writing poetry for years. It is that thing between me and my dad - a special dad-daughter thing. He's the one who encouraged me to write poetry. So, all of my lyrics somewhere are born out of my poetry. I like to speak poetically in life as well, because the things we are saying are so boring. Edge for me was that shift. I felt like I was in this beautiful black box in my head that blocked everything out and Edge was born out of that. Everything is so safe and calm, but with the pandemic I realised we're not. Edge was born from me being unafraid to go to that place - to go to the edge of pain, of happiness and of feeling any kind of energy. I think a lot of people resonated with the love part of it, because if you've loved right, you have gone there. What's next? Another single or an album?
I am like a singles person now, because of the attention span of human beings. But, in my heart, I am a concept album person. Side A and Side B, wit h B having all the good bits. I will hopefully do a concept album someday.

Did you get comfortable with the idea of collaborating, yet working alone and remotely?
I love working in the studio with people and bouncing off of energies and ideas. I miss that and a Zoom call is not a substitute. To just be with musicians in a room is my happy space. I am very old school like that.

After spending so many days in your black box, what was it like to be on a set?
I am all about energies and vibes. Even when people aren't saying anything, I get rainbows and sunshines if I feel it right. For all those months by myself, I had created this imaginary cave of amethyst and good vibes. The fear when I stepped out was to deflect bad juju and learn to take again and be receptive in a positive way. It was a lot for my auric senses when I first got back out. But it was amazing. It just jolted me back into life. The first day of shoot after lockdown, I was standing on a ledge, with fake rain and a giant wind fan and I am petrified of heights. I surely was back at work.

You're doing many projects now, after that self-imposed break. Was this conscious?
I love working. But, I am glad I took that break in between as I have come out more myself than I have ever intended to with my music and choice of roles. Now, even if I do a small role, I know people are resonating with it as I am resonating with my own frequency. 2020 was supposed to be that year of me going all guns blazing as far as work went. Now, everyone is saying 2021, but I am not waiting - I got back immediately.

Do you ever feel disarmed on a set shooting without a mask while others have theirs on?
There are people who believe that Covid-19 doesn't exist. There are others who believe it is like a cold. And there is the other side, where people have lost family members. It all happens so quickly. We've lost legends. It is a bit crazy to be in that environment. We are going to continue in this pandemic for a while. Hopefully this gives grace and humility to people about the fact that your ego doesn't control the universe. We are small and we have to be careful.


You sang in Kannada for the film Prithvi many years ago. Why haven't we seen you sing or act here since?

Nobody asked me to sing in Kannada again. If they do and I like the song, I will do it. I love singing in different languages. As far as acting in Kannada goes, I would love to work in Kannada. I didn't get offered what I wanted to do. I know about the industry as my father loves the Kannada film industry. He's spoken about it to me so much. But, it is not like checking a box of languages and industries. For me, it is checking the box of experiences and characters I get to play.


Your thoughts on Bengaluru...

There's a vibe about the city, which is a mix of mellow and progressive. I have always loved that. When I was younger, Bengaluru was this place which was really cool and we'd visit this city to party. I like the structure of the city. Now that the traffic is the same everywhere in India, it's not that special in Bengaluru anymore."
"  Nov 22, 2020, 00:00 IST",Sandra Marina Fernandes,Entertainment,"Bengaluru's Live performances resume, in the new normal","Choreographer Diya Naidu staged her first live show after a gap of almost eight months, on Friday. The performance, which was held at an open venue in the city, saw a limited audience in attendance. The show, one of the first live performances to be held post lockdown, was held for an audience of only 20 members, who were seen wearing masks at all times. ""It feels so nice to watch a live show after so many months. I missed all this and am glad that such a show was held,"" said a member of the audience. At the venue, the audience had to undergo mandatory temperature checks and sanitisation, and had to wear masks at all times during the performance. The piece, which spoke about longing and yearning, was performed by four dancers - Maitreyee Joshi, Snigdha Prabhakar, Paridhi Bihani and Diya Naidu - and witnessed an active engagement from the audience members, who were asked to write about their emotions through the event, which were later incorporated in the performance itself."
"  Nov 22, 2020, 00:00 IST",Sharanya CR,Entertainment,Gautham Karthik and Parthiban team up for a thriller,"Gautham Karthik and Radhakrishnan Parthiban will team up for a crime thriller, which will be directed by Ezhil. The film is based on a book by Rajesh Kumar.

“I’ve been exploring comedy all this while. But I always wanted to do a thriller. This one is a murder mystery, which is inspired by Rajesh Kumar’s novel. I don’t want to reveal the name of the book now, as people might read it,” says Ezhil, and adds, “The film is based on a sound system... there is something called a war decibel, a sound people used to hear during the war. That sound is so high that people also call it the death decibel. The film touches upon that. Gautham plays a private detective, while Parthiban plays a cop. It will be a gripping thriller, with commercial elements.”


Newcomer Saipriya plays the female lead. He says, “We have begun shooting yesterday, in Chennai. We will shoot in Puducherry and Ooty, too. Shooting during the pandemic is difficult, but we are taking maximum precaution.” The film’s music is by D Imman."
"  Nov 22, 2020, 00:00 IST",,,-,
"  Nov 22, 2020, 00:00 IST",Sandra Marina Fernandes,Entertainment,"Bengaluru’s stage shows resume, in the new normal","Choreographer Diya Naidu staged her first live show after a gap of almost eight months, on Friday. The performance, which was held at an open venue in the city, saw a limited audience in attendance. The show, one of the first live performances to be held post lockdown, was held for an audience of only 20 members, who were seen wearing masks at all times. ""It feels so nice to watch a live show after so many months. I missed all this and am glad that such a show was held,"" said a member of the audience. At the venue, the audience had to undergo mandatory temperature checks and sanitisation, and had to wear masks at all times during the performance. The piece, which spoke about longing and yearning, was performed by four dancers - Maitreyee Joshi, Snigdha Prabhakar, Paridhi Bihani and Diya Naidu - and witnessed an active engagement from the audience members, who were asked to write about their emotions through the event, which were later incorporated in the performance itself."
"  Nov 22, 2020, 00:00 IST",,,-,
